amplitude,n,type,MSE,MAPE
0.0,0,abstract,0.23235374642157394,59.80682130894647
0.0,0,classical,0.23233088775175872,59.803146565270794
0.0,1,abstract,0.23235374642157394,59.80682130894647
0.0,1,classical,0.23233088775175872,59.803146565270794
0.0,2,abstract,0.23235374642157394,59.80682130894647
0.0,2,classical,0.23233088775175872,59.803146565270794
0.0,3,abstract,0.23235374642157394,59.80682130894647
0.0,3,classical,0.23233088775175872,59.803146565270794
0.0,4,abstract,0.23235374642157394,59.80682130894647
0.0,4,classical,0.23233088775175872,59.803146565270794
0.0,5,abstract,0.23235374642157394,59.80682130894647
0.0,5,classical,0.23233088775175872,59.803146565270794
0.0,6,abstract,0.23235374642157394,59.80682130894647
0.0,6,classical,0.23233088775175872,59.803146565270794
0.0,7,abstract,0.23235374642157394,59.80682130894647
0.0,7,classical,0.23233088775175872,59.803146565270794
0.0,8,abstract,0.23235374642157394,59.80682130894647
0.0,8,classical,0.23233088775175872,59.803146565270794
0.0,9,abstract,0.23235374642157394,59.80682130894647
0.0,9,classical,0.23233088775175872,59.803146565270794
0.0,10,abstract,0.23235374642157394,59.80682130894647
0.0,10,classical,0.23233088775175872,59.803146565270794
0.0,11,abstract,0.23235374642157394,59.80682130894647
0.0,11,classical,0.23233088775175872,59.803146565270794
0.0,12,abstract,0.23235374642157394,59.80682130894647
0.0,12,classical,0.23233088775175872,59.803146565270794
0.0,13,abstract,0.23235374642157394,59.80682130894647
0.0,13,classical,0.23233088775175872,59.803146565270794
0.0,14,abstract,0.23235374642157394,59.80682130894647
0.0,14,classical,0.23233088775175872,59.803146565270794
0.0,15,abstract,0.23235374642157394,59.80682130894647
0.0,15,classical,0.23233088775175872,59.803146565270794
0.0,16,abstract,0.23235374642157394,59.80682130894647
0.0,16,classical,0.23233088775175872,59.803146565270794
0.0,17,abstract,0.23235374642157394,59.80682130894647
0.0,17,classical,0.23233088775175872,59.803146565270794
0.0,18,abstract,0.23235374642157394,59.80682130894647
0.0,18,classical,0.23233088775175872,59.803146565270794
0.0,19,abstract,0.23235374642157394,59.80682130894647
0.0,19,classical,0.23233088775175872,59.803146565270794
0.0,20,abstract,0.23235374642157394,59.80682130894647
0.0,20,classical,0.23233088775175872,59.803146565270794
0.0,21,abstract,0.23235374642157394,59.80682130894647
0.0,21,classical,0.23233088775175872,59.803146565270794
0.0,22,abstract,0.23235374642157394,59.80682130894647
0.0,22,classical,0.23233088775175872,59.803146565270794
0.0,23,abstract,0.23235374642157394,59.80682130894647
0.0,23,classical,0.23233088775175872,59.803146565270794
0.0,24,abstract,0.23235374642157394,59.80682130894647
0.0,24,classical,0.23233088775175872,59.803146565270794
0.0,25,abstract,0.23235374642157394,59.80682130894647
0.0,25,classical,0.23233088775175872,59.803146565270794
0.0,26,abstract,0.23235374642157394,59.80682130894647
0.0,26,classical,0.23233088775175872,59.803146565270794
0.0,27,abstract,0.23235374642157394,59.80682130894647
0.0,27,classical,0.23233088775175872,59.803146565270794
0.0,28,abstract,0.23235374642157394,59.80682130894647
0.0,28,classical,0.23233088775175872,59.803146565270794
0.0,29,abstract,0.23235374642157394,59.80682130894647
0.0,29,classical,0.23233088775175872,59.803146565270794
0.0,30,abstract,0.23235374642157394,59.80682130894647
0.0,30,classical,0.23233088775175872,59.803146565270794
0.0,31,abstract,0.23235374642157394,59.80682130894647
0.0,31,classical,0.23233088775175872,59.803146565270794
0.0,32,abstract,0.23235374642157394,59.80682130894647
0.0,32,classical,0.23233088775175872,59.803146565270794
0.0,33,abstract,0.23235374642157394,59.80682130894647
0.0,33,classical,0.23233088775175872,59.803146565270794
0.0,34,abstract,0.23235374642157394,59.80682130894647
