amplitude,n,type,MSE,MAPE
0.0,66,classical,inf,inf
0.0,67,abstract,inf,1.0267923935980646e+239
0.0,67,classical,inf,inf
0.0,68,abstract,inf,1.0267923935980646e+239
0.0,68,classical,inf,inf
0.0,69,abstract,inf,1.0267923935980646e+239
0.0,69,classical,inf,inf
0.0,70,abstract,inf,1.0267923935980646e+239
0.0,70,classical,inf,inf
0.0,71,abstract,inf,1.0267923935980646e+239
0.0,71,classical,inf,inf
0.0,72,abstract,inf,1.0267923935980646e+239
0.0,72,classical,inf,inf
0.0,73,abstract,inf,1.0267923935980646e+239
0.0,73,classical,inf,inf
0.0,74,abstract,inf,1.0267923935980646e+239
0.0,74,classical,inf,inf
0.0,75,abstract,inf,1.0267923935980646e+239
0.0,75,classical,inf,inf
0.0,76,abstract,inf,1.0267923935980646e+239
0.0,76,classical,inf,inf
0.0,77,abstract,inf,1.0267923935980646e+239
0.0,77,classical,inf,inf
0.0,78,abstract,inf,1.0267923935980646e+239
0.0,78,classical,inf,inf
0.0,79,abstract,inf,1.0267923935980646e+239
0.0,79,classical,inf,inf
0.0,80,abstract,inf,1.0267923935980646e+239
0.0,80,classical,inf,inf
0.0,81,abstract,inf,1.0267923935980646e+239
0.0,81,classical,inf,inf
0.0,82,abstract,inf,1.0267923935980646e+239
0.0,82,classical,inf,inf
0.0,83,abstract,inf,1.0267923935980646e+239
0.0,83,classical,inf,inf
0.0,84,abstract,inf,1.0267923935980646e+239
0.0,84,classical,inf,inf
0.0,85,abstract,inf,1.0267923935980646e+239
0.0,85,classical,inf,inf
0.0,86,abstract,inf,1.0267923935980646e+239
0.0,86,classical,inf,inf
0.0,87,abstract,inf,1.0267923935980646e+239
0.0,87,classical,inf,inf
0.0,88,abstract,inf,1.0267923935980646e+239
0.0,88,classical,inf,inf
0.0,89,abstract,inf,1.0267923935980646e+239
0.0,89,classical,inf,inf
0.0,90,abstract,inf,1.0267923935980646e+239
0.0,90,classical,inf,inf
0.0,91,abstract,inf,1.0267923935980646e+239
0.0,91,classical,inf,inf
0.0,92,abstract,inf,1.0267923935980646e+239
0.0,92,classical,inf,inf
0.0,93,abstract,inf,1.0267923935980646e+239
0.0,93,classical,inf,inf
0.0,94,abstract,inf,1.0267923935980646e+239
0.0,94,classical,inf,inf
0.0,95,abstract,inf,1.0267923935980646e+239
0.0,95,classical,inf,inf
0.0,96,abstract,inf,1.0267923935980646e+239
0.0,96,classical,inf,inf
0.0,97,abstract,inf,1.0267923935980646e+239
0.0,97,classical,inf,inf
0.0,98,abstract,inf,1.0267923935980646e+239
0.0,98,classical,inf,inf
0.0,99,abstract,inf,1.0267923935980646e+239
0.0,99,classical,inf,inf
0.01,0,abstract,1.2106678185713187e+217,9.72328835079195e+109
0.01,0,classical,inf,inf
0.01,1,abstract,1.331773689843929e+217,1.019802051978228e+110
0.01,1,classical,inf,inf
0.01,2,abstract,1.5002836903686827e+217,1.0823989445390281e+110
0.01,2,classical,inf,inf
0.01,3,abstract,1.0890617069582646e+217,9.222038054772635e+109
0.01,3,classical,inf,inf
0.01,4,abstract,1.452156246604291e+217,1.064896353136454e+110
0.01,4,classical,inf,inf
0.01,5,abstract,1.120946584410148e+217,9.35606273190325e+109
0.01,5,classical,inf,inf
0.01,6,abstract,8.530360532732933e+216,8.1617701387211e+109
0.01,6,classical,inf,inf
0.01,7,abstract,2.7953450052692164e+217,1.4774689900894553e+110
0.01,7,classical,inf,inf
0.01,8,abstract,8.769894260850133e+216,8.275568628918998e+109
0.01,8,classical,inf,inf
0.01,9,abstract,1.1241195800386348e+217,9.3692951945927e+109
0.01,9,classical,inf,inf
0.01,10,abstract,2.0013856356409047e+217,1.2501613130644484e+110
0.01,10,classical,inf,inf
0.01,11,abstract,1.1505352180186573e+217,9.478740300342134e+109
0.01,11,classical,inf,inf
0.01,12,abstract,2.0855400960841357e+217,1.2761741342896992e+110
0.01,12,classical,inf,inf
0.01,13,abstract,2.1033526875856305e+217,1.2816124464915494e+110
0.01,13,classical,inf,inf
0.01,14,abstract,1.2207809955004362e+217,9.763815088624008e+109
0.01,14,classical,inf,inf
0.01,15,abstract,1.0953945808768801e+217,9.248812179788404e+109
0.01,15,classical,inf,inf
0.01,16,abstract,9.296183329453428e+216,8.5202631056645e+109
0.01,16,classical,inf,inf
0.01,17,abstract,1.503614280114218e+217,1.0835997268644998e+110
0.01,17,classical,inf,inf
0.01,18,abstract,1.0489869026305747e+217,9.050773548822545e+109
0.01,18,classical,inf,inf
0.01,19,abstract,1.0189063672656124e+217,8.920060586297095e+109
0.01,19,classical,inf,inf
0.01,20,abstract,2.0995944278972833e+217,1.2804669453280981e+110
0.01,20,classical,inf,inf
0.01,21,abstract,1.0193298284797602e+217,8.921913998653777e+109
0.01,21,classical,inf,inf
0.01,22,abstract,1.586302040091202e+217,1.1129960100688923e+110
0.01,22,classical,inf,inf
0.01,23,abstract,1.5289360058886435e+217,1.0926858527386439e+110
0.01,23,classical,inf,inf
0.01,24,abstract,1.6484125301706764e+217,1.1345760706493318e+110
0.01,24,classical,inf,inf
0.01,25,abstract,1.387293981909209e+217,1.0408422604919947e+110
0.01,25,classical,inf,inf
0.01,26,abstract,1.329090046884157e+217,1.0187740377122652e+110
0.01,26,classical,inf,inf
0.01,27,abstract,1.4398921781720544e+217,1.0603900704798154e+110
0.01,27,classical,inf,inf
0.01,28,abstract,1.159215190825242e+217,9.514428305512609e+109
0.01,28,classical,inf,inf
0.01,29,abstract,6.058330824451642e+216,6.878237356964908e+109
0.01,29,classical,inf,inf
0.01,30,abstract,1.3958475789081877e+217,1.0440460746582062e+110
0.01,30,classical,inf,inf
0.01,31,abstract,2.036852778322142e+217,1.2611899053118398e+110
0.01,31,classical,inf,inf
0.01,32,abstract,1.467660147902621e+217,1.0705659270612764e+110
0.01,32,classical,inf,inf
0.01,33,abstract,1.9486114074674158e+217,1.2335685441626124e+110
0.01,33,classical,inf,inf
0.01,34,abstract,1.4383803146620453e+217,1.0598332280565888e+110
0.01,34,classical,inf,inf
0.01,35,abstract,1.0100004760360403e+217,8.880991518636856e+109
0.01,35,classical,inf,inf
0.01,36,abstract,1.3496664820265252e+217,1.026629873301495e+110
0.01,36,classical,inf,inf
0.01,37,abstract,9.940420308253216e+216,8.810550403401516e+109
0.01,37,classical,inf,inf
0.01,38,abstract,9.575014129942726e+216,8.647097937346258e+109
0.01,38,classical,inf,inf
0.01,39,abstract,1.107450098438904e+217,9.299567458385577e+109
0.01,39,classical,inf,inf
0.01,40,abstract,1.728818684278987e+217,1.1619177596509927e+110
0.01,40,classical,inf,inf
0.01,41,abstract,1.4313917952917599e+217,1.057255438510379e+110
0.01,41,classical,inf,inf
0.01,42,abstract,8.720768493821508e+216,8.25235771142658e+109
0.01,42,classical,inf,inf
0.01,43,abstract,1.7327631272215876e+217,1.1632425102265266e+110
0.01,43,classical,inf,inf
0.01,44,abstract,8.035308409310199e+216,7.92139994972671e+109
0.01,44,classical,inf,inf
0.01,45,abstract,9.410682476084524e+216,8.572573673754403e+109
0.01,45,classical,inf,inf
0.01,46,abstract,2.8857110218152723e+217,1.5011603509235286e+110
0.01,46,classical,inf,inf
0.01,47,abstract,1.4653059911501912e+217,1.0697069777104388e+110
0.01,47,classical,inf,inf
0.01,48,abstract,1.9088521903172168e+217,1.2209188990312037e+110
0.01,48,classical,inf,inf
0.01,49,abstract,1.6838375871306964e+217,1.146702517430156e+110
0.01,49,classical,inf,inf
0.01,50,abstract,1.4094209012723825e+217,1.0491099835895862e+110
0.01,50,classical,inf,inf
0.01,51,abstract,2.0570900035594606e+217,1.2674397190714184e+110
0.01,51,classical,inf,inf
0.01,52,abstract,8.771878488841192e+216,8.27650476826815e+109
0.01,52,classical,inf,inf
0.01,53,abstract,7.644525209168313e+216,7.72637752318521e+109
0.01,53,classical,inf,inf
0.01,54,abstract,1.0796427455794682e+217,9.18207216163354e+109
0.01,54,classical,inf,inf
0.01,55,abstract,7.92493366555784e+216,7.866806789393724e+109
0.01,55,classical,inf,inf
0.01,56,abstract,8.192418542541786e+216,7.998466533513911e+109
0.01,56,classical,inf,inf
0.01,57,abstract,9.744231698048552e+216,8.723172628561431e+109
0.01,57,classical,inf,inf
0.01,58,abstract,1.9829967869429437e+217,1.244404781951302e+110
0.01,58,classical,inf,inf
0.01,59,abstract,9.916030538885124e+216,8.799735002279188e+109
0.01,59,classical,inf,inf
0.01,60,abstract,2.064608423068202e+217,1.2697537773763498e+110
0.01,60,classical,inf,inf
0.01,61,abstract,7.42123886333077e+216,7.612702728384148e+109
0.01,61,classical,inf,inf
0.01,62,abstract,1.2032275930686392e+217,9.693364804725855e+109
0.01,62,classical,inf,inf
0.01,63,abstract,8.886779092364163e+216,8.330534328654462e+109
0.01,63,classical,inf,inf
0.01,64,abstract,1.92968995423196e+217,1.2275648207997682e+110
0.01,64,classical,inf,inf
0.01,65,abstract,1.9886236394507686e+217,1.246169061666593e+110
0.01,65,classical,inf,inf
0.01,66,abstract,9.211257385591956e+216,8.481255076360454e+109
0.01,66,classical,inf,inf
0.01,67,abstract,2.5204131853091483e+217,1.4029317293328996e+110
0.01,67,classical,inf,inf
0.01,68,abstract,9.539332224326171e+216,8.63097091558659e+109
0.01,68,classical,inf,inf
0.01,69,abstract,8.691637138800268e+216,8.238562857113852e+109
0.01,69,classical,inf,inf
0.01,70,abstract,8.952863794985156e+216,8.36145111003568e+109
0.01,70,classical,inf,inf
0.01,71,abstract,2.7064885940073216e+217,1.45379699441629e+110
0.01,71,classical,inf,inf
0.01,72,abstract,1.0384348106002286e+217,9.005136187379087e+109
0.01,72,classical,inf,inf
0.01,73,abstract,1.0803704422617974e+217,9.185166072999768e+109
0.01,73,classical,inf,inf
0.01,74,abstract,9.31253469917386e+216,8.527753102272398e+109
0.01,74,classical,inf,inf
0.01,75,abstract,4.733035120528716e+217,1.9225185088039053e+110
0.01,75,classical,inf,inf
0.01,76,abstract,1.0646823417444783e+217,9.118233126528869e+109
0.01,76,classical,inf,inf
0.01,77,abstract,1.1745001344269427e+217,9.576949590954333e+109
0.01,77,classical,inf,inf
0.01,78,abstract,1.3125692878388404e+217,1.0124224926561109e+110
0.01,78,classical,inf,inf
0.01,79,abstract,2.477500321121176e+217,1.3909372112184246e+110
0.01,79,classical,inf,inf
0.01,80,abstract,9.071969095016984e+216,8.416886039923044e+109
0.01,80,classical,inf,inf
0.01,81,abstract,1.0785403911476456e+217,9.177383349983426e+109
0.01,81,classical,inf,inf
0.01,82,abstract,3.5139230650483017e+217,1.6565204070098876e+110
0.01,82,classical,inf,inf
0.01,83,abstract,6.530460603204004e+216,7.1412226367325875e+109
0.01,83,classical,inf,inf
0.01,84,abstract,9.726776248849014e+216,8.715355945120528e+109
0.01,84,classical,inf,inf
0.01,85,abstract,1.6281926148017241e+217,1.1275960772062234e+110
0.01,85,classical,inf,inf
0.01,86,abstract,1.4353325838084257e+217,1.0587098119340633e+110
0.01,86,classical,inf,inf
0.01,87,abstract,1.1130992472788877e+217,9.323256027188476e+109
0.01,87,classical,inf,inf
0.01,88,abstract,1.3105193742696367e+217,1.0116316050560972e+110
0.01,88,classical,inf,inf
0.01,89,abstract,1.0152706416811767e+217,8.90413180434601e+109
0.01,89,classical,inf,inf
0.01,90,abstract,7.651987680383462e+216,7.730147790400188e+109
0.01,90,classical,inf,inf
0.01,91,abstract,1.0761348829792675e+217,9.16714330987037e+109
0.01,91,classical,inf,inf
0.01,92,abstract,1.357155144412521e+217,1.0294740758189976e+110
0.01,92,classical,inf,inf
0.01,93,abstract,1.9260979822365272e+217,1.2264217790659445e+110
0.01,93,classical,inf,inf
0.01,94,abstract,8.45562060746106e+216,8.125936240172438e+109
0.01,94,classical,inf,inf
0.01,95,abstract,2.362684839355006e+217,1.358324591496428e+110
0.01,95,classical,inf,inf
0.01,96,abstract,1.2269256622859088e+217,9.788356789735555e+109
0.01,96,classical,inf,inf
0.01,97,abstract,9.411196660595095e+216,8.57280786635423e+109
0.01,97,classical,inf,inf
0.01,98,abstract,1.0178218311265145e+217,8.915312012696475e+109
0.01,98,classical,inf,inf
0.01,99,abstract,9.37345928840141e+216,8.555602817111338e+109
0.01,99,classical,inf,inf
0.02,0,abstract,3.294887525651189e+191,1.6905210280510452e+97
0.02,0,classical,inf,inf
0.02,1,abstract,9.432915932514715e+191,2.8603769005740993e+97
0.02,1,classical,inf,inf
0.02,2,abstract,3.1498613101144847e+192,5.226921722166647e+97
0.02,2,classical,inf,inf
0.02,3,abstract,2.1798833721289867e+191,1.3750449946391683e+97
0.02,3,classical,inf,inf
0.02,4,abstract,2.2503777594703922e+191,1.3971016118637599e+97
0.02,4,classical,inf,inf
0.02,5,abstract,5.6502102516307645e+190,7.000556814727531e+96
0.02,5,classical,inf,inf
0.02,6,abstract,1.7033007766678919e+190,3.8436687464418415e+96
0.02,6,classical,inf,inf
0.02,7,abstract,3.7298058837705636e+192,5.687787926807558e+97
0.02,7,classical,inf,inf
0.02,8,abstract,1.8913714825508406e+191,1.2808217636816866e+97
0.02,8,classical,inf,inf
0.02,9,abstract,4.415371435770942e+190,6.188478722412375e+96
0.02,9,classical,inf,inf
0.02,10,abstract,1.5293244746807757e+191,1.1517284624701496e+97
0.02,10,classical,inf,inf
0.02,11,abstract,2.650991011722019e+190,4.79517440851452e+96
0.02,11,classical,inf,inf
0.02,12,abstract,2.058563875437197e+192,4.225542302520101e+97
0.02,12,classical,inf,inf
0.02,13,abstract,3.132829437708163e+191,1.648422962804812e+97
0.02,13,classical,inf,inf
0.02,14,abstract,3.1674345643983394e+191,1.6575021713048007e+97
0.02,14,classical,inf,inf
0.02,15,abstract,5.244896270693505e+188,6.744794651927371e+95
0.02,15,classical,inf,inf
0.02,16,abstract,2.9036093091758417e+190,5.018447327411184e+96
0.02,16,classical,inf,inf
0.02,17,abstract,1.1123281354458094e+192,3.1061093536873603e+97
0.02,17,classical,inf,inf
0.02,18,abstract,6.4856659694140734e+190,7.500281592004733e+96
0.02,18,classical,inf,inf
0.02,19,abstract,4.120982574579354e+190,5.978616126644219e+96
0.02,19,classical,inf,inf
0.02,20,abstract,2.1668658720274744e+192,4.3352714424414654e+97
0.02,20,classical,inf,inf
0.02,21,abstract,9.361819670710941e+191,2.8495771253832044e+97
0.02,21,classical,inf,inf
0.02,22,abstract,4.69403874235572e+192,6.380777708257113e+97
0.02,22,classical,inf,inf
0.02,23,abstract,2.559883139983716e+191,1.4900826232814055e+97
0.02,23,classical,inf,inf
0.02,24,abstract,1.096663135812281e+192,3.084160016935281e+97
0.02,24,classical,inf,inf
0.02,25,abstract,1.8507699196265562e+192,4.006604701980989e+97
0.02,25,classical,inf,inf
0.02,26,abstract,6.756881012710795e+191,2.420880854126201e+97
0.02,26,classical,inf,inf
0.02,27,abstract,2.9775601768757887e+192,5.081951943174675e+97
0.02,27,classical,inf,inf
0.02,28,abstract,9.228056649481245e+190,8.946546141798432e+96
0.02,28,classical,inf,inf
0.02,29,abstract,3.37893472229765e+190,5.41365008033613e+96
0.02,29,classical,inf,inf
0.02,30,abstract,3.4223636693390986e+191,1.7229130425696076e+97
0.02,30,classical,inf,inf
0.02,31,abstract,1.0152481420469004e+192,2.967470306002309e+97
0.02,31,classical,inf,inf
0.02,32,abstract,1.5151717862578263e+192,3.625193708411192e+97
0.02,32,classical,inf,inf
0.02,33,abstract,9.224730624075437e+191,2.8286364060377284e+97
0.02,33,classical,inf,inf
0.02,34,abstract,1.9502472969801958e+191,1.3006041113077093e+97
0.02,34,classical,inf,inf
0.02,35,abstract,9.713256441509252e+189,2.9025700357674877e+96
0.02,35,classical,inf,inf
0.02,36,abstract,8.678517340288834e+191,2.7436142379941986e+97
0.02,36,classical,inf,inf
0.02,37,abstract,2.0876217820671448e+191,1.345631639364266e+97
0.02,37,classical,inf,inf
0.02,38,abstract,4.601695458002593e+189,1.9978331585103819e+96
0.02,38,classical,inf,inf
0.02,39,abstract,5.802954530265224e+191,2.24349374997788e+97
0.02,39,classical,inf,inf
0.02,40,abstract,2.2801288097750294e+191,1.4063064582123422e+97
0.02,40,classical,inf,inf
0.02,41,abstract,5.298056368394099e+188,6.778889699850489e+95
0.02,41,classical,inf,inf
0.02,42,abstract,4.7705229677637523e+188,6.432551556541401e+95
0.02,42,classical,inf,inf
0.02,43,abstract,1.0639687076759472e+192,3.0378386813528155e+97
0.02,43,classical,inf,inf
0.02,44,abstract,3.116620054312816e+189,1.644152929514107e+96
0.02,44,classical,inf,inf
0.02,45,abstract,4.6215102882939747e+188,6.331290521500081e+95
0.02,45,classical,inf,inf
0.02,46,abstract,4.655845706015275e+192,6.3547660971430765e+97
0.02,46,classical,inf,inf
0.02,47,abstract,1.2635005779646747e+192,3.3104573926059084e+97
0.02,47,classical,inf,inf
0.02,48,abstract,1.1401731485114412e+192,3.144746805910956e+97
0.02,48,classical,inf,inf
0.02,49,abstract,2.920991419616151e+192,5.033446081705327e+97
0.02,49,classical,inf,inf
0.02,50,abstract,2.6053371291330895e+192,4.7537051890980014e+97
0.02,50,classical,inf,inf
0.02,51,abstract,2.459926762290678e+192,4.6191425901288414e+97
0.02,51,classical,inf,inf
0.02,52,abstract,1.2909965522932515e+191,1.0581879735629871e+97
0.02,52,classical,inf,inf
0.02,53,abstract,1.221997620057588e+190,3.2556331369481786e+96
0.02,53,classical,inf,inf
0.02,54,abstract,6.891383587001962e+191,2.4448571690635264e+97
0.02,54,classical,inf,inf
0.02,55,abstract,4.496174876666239e+190,6.244848077538639e+96
0.02,55,classical,inf,inf
0.02,56,abstract,8.300021031920699e+189,2.683118641457411e+96
0.02,56,classical,inf,inf
0.02,57,abstract,7.866899653993026e+190,8.26041916207942e+96
0.02,57,classical,inf,inf
0.02,58,abstract,1.2877697767588864e+192,3.342099645167745e+97
0.02,58,classical,inf,inf
0.02,59,abstract,3.3877901122314788e+190,5.420739387708514e+96
0.02,59,classical,inf,inf
0.02,60,abstract,5.145843140834429e+191,2.1126548547759766e+97
0.02,60,classical,inf,inf
0.02,61,abstract,3.083642641619659e+190,5.171687819144959e+96
0.02,61,classical,inf,inf
0.02,62,abstract,2.6549155689911895e+192,4.7987225112254395e+97
0.02,62,classical,inf,inf
0.02,63,abstract,2.175702763861042e+190,4.344102479364956e+96
0.02,63,classical,inf,inf
0.02,64,abstract,7.560709681976556e+191,2.5608347903478355e+97
0.02,64,classical,inf,inf
0.02,65,abstract,2.2800371177081858e+191,1.4062781816427032e+97
0.02,65,classical,inf,inf
0.02,66,abstract,2.489109440201836e+190,4.646460784859617e+96
0.02,66,classical,inf,inf
0.02,67,abstract,8.633047286976867e+191,2.7364173795666368e+97
0.02,67,classical,inf,inf
0.02,68,abstract,2.588422752078378e+190,4.738249053041633e+96
0.02,68,classical,inf,inf
0.02,69,abstract,3.5129832741911e+189,1.745574227740163e+96
0.02,69,classical,inf,inf
0.02,70,abstract,5.008181119409982e+189,2.0842043284455172e+96
0.02,70,classical,inf,inf
0.02,71,abstract,1.368595518350522e+192,3.4453856213577566e+97
0.02,71,classical,inf,inf
0.02,72,abstract,5.85781085956766e+190,7.128004293071198e+96
0.02,72,classical,inf,inf
0.02,73,abstract,1.7220381801246348e+191,1.2221419971916659e+97
0.02,73,classical,inf,inf
0.02,74,abstract,2.3533553702886857e+191,1.4287098428684394e+97
0.02,74,classical,inf,inf
0.02,75,abstract,2.6299884200781124e+192,4.776141647631432e+97
0.02,75,classical,inf,inf
0.02,76,abstract,6.874238488532264e+190,7.721693832595773e+96
0.02,76,classical,inf,inf
0.02,77,abstract,9.599634867634317e+191,2.8855435776679242e+97
0.02,77,classical,inf,inf
0.02,78,abstract,2.50646796977115e+192,4.66263435978832e+97
0.02,78,classical,inf,inf
0.02,79,abstract,2.373889003794352e+192,4.537644670382933e+97
0.02,79,classical,inf,inf
0.02,80,abstract,1.3793328429572402e+190,3.458874613159635e+96
0.02,80,classical,inf,inf
0.02,81,abstract,1.0911730566178849e+189,9.728527191115422e+95
0.02,81,classical,inf,inf
0.02,82,abstract,5.046011397529781e+192,6.615678529955929e+97
0.02,82,classical,inf,inf
0.02,83,abstract,1.3336569902375502e+191,1.075529564712433e+97
0.02,83,classical,inf,inf
0.02,84,abstract,5.450352079450039e+189,2.1742654208300883e+96
0.02,84,classical,inf,inf
0.02,85,abstract,3.8441421982270084e+192,5.774308757773514e+97
0.02,85,classical,inf,inf
0.02,86,abstract,8.668712041479172e+191,2.7420638832872507e+97
0.02,86,classical,inf,inf
0.02,87,abstract,1.5662874618858175e+190,3.6858360710287034e+96
0.02,87,classical,inf,inf
0.02,88,abstract,8.752859865848754e+191,2.7553404496858613e+97
0.02,88,classical,inf,inf
0.02,89,abstract,6.281428432990972e+191,2.334153904292687e+97
0.02,89,classical,inf,inf
0.02,90,abstract,1.0510851821017238e+190,3.0193901711009877e+96
0.02,90,classical,inf,inf
0.02,91,abstract,1.673910334975487e+189,1.204942646364883e+96
0.02,91,classical,inf,inf
0.02,92,abstract,2.0462644041045364e+191,1.3322359689006679e+97
0.02,92,classical,inf,inf
0.02,93,abstract,2.1300611968383628e+192,4.298296009884937e+97
0.02,93,classical,inf,inf
0.02,94,abstract,1.6748443841223014e+188,3.811426163629823e+95
0.02,94,classical,inf,inf
0.02,95,abstract,1.7382401086559663e+192,3.882890680799203e+97
0.02,95,classical,inf,inf
0.02,96,abstract,1.8545680916947095e+191,1.2682990637847007e+97
0.02,96,classical,inf,inf
0.02,97,abstract,7.365181139991855e+190,7.992672100254155e+96
0.02,97,classical,inf,inf
0.02,98,abstract,3.050417165904309e+191,1.626596742768734e+97
0.02,98,classical,inf,inf
0.02,99,abstract,1.067873101029631e+191,9.624099485865626e+96
0.02,99,classical,inf,inf
0.03,0,abstract,9.046460775294007e+176,9.179652892827042e+89
0.03,0,classical,inf,inf
0.03,1,abstract,1.0870573347468212e+177,1.006266773722646e+90
0.03,1,classical,inf,inf
0.03,2,abstract,5.124979822214425e+177,2.1849071574844612e+90
0.03,2,classical,inf,inf
0.03,3,abstract,2.582710543087714e+176,4.904839212299197e+89
0.03,3,classical,inf,inf
0.03,4,abstract,2.2273107147015876e+177,1.440380756597848e+90
0.03,4,classical,inf,inf
0.03,5,abstract,3.5421051829375527e+176,5.744042362250885e+89
0.03,5,classical,inf,inf
0.03,6,abstract,4.3635129729164915e+174,6.37536484298451e+88
0.03,6,classical,inf,inf
0.03,7,abstract,4.818263009212966e+177,2.118518002142219e+90
0.03,7,classical,inf,inf
